job title,description,company,salary range,url
"Product Operation Manager, AI Ops (Prompt Engineering Specialization)","TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok sponsorship of a visa. TikTok is th...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74906660
Research scientist,Skywork AI Singapore welcomes enthusiastic and forward-thinking research scientists to join our dynamic team at the Kunlun-2050 Research Lab Singap...,SKYWORK AI PTE. LTD.,,https://www.jobstreet.com.sg/job/75238073
AI Prompt Engineer,"Your role is to choose the most appropriate formats, phrases, words, and symbols that guide the AI to interact with your users more meaningfully. Y...",RED HARE STUDIOS,,https://www.jobstreet.com.sg/job/74842961
Executive / Senior Executive (Innovation) for AI Singapore,Executive / Senior Executive (Innovation) for AI Singapore,National University of Singapore,,https://www.jobstreet.com.sg/job/74914682
Executive / Senior Executive (Innovation) for AI Singapore,Executive / Senior Executive (Innovation) for AI Singapore,National University of Singapore,,https://www.jobstreet.com.sg/job/74914685
AI Algorithm Engineer,MediaTek Incorporated (TWSE: 2454) is the world s 5th largest global fabless semiconductor company. Joining MediaTek means becoming part of a team ...,Mediatek Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/74826751
"R&D Engineer | AI, PyTorch, Tensorflow [ID: 604114]",Our esteem client is a manufacturing company,PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),,https://www.jobstreet.com.sg/job/74851189
Software Engineer (Python Developer),We're looking for a passionate Python engineer to work within the APAC Investment Technology team. You'll work with like-minded technologists globa...,Schroder Investment Management (Singapore) Ltd,,https://www.jobstreet.com.sg/job/75227061
AI ENGINEER,"This is a full-time remote position for an AI engineer. The AI engineer will be responsible for tasks such as pattern recognition, computer science...",PRESTIGE MEDIA MANAGEMENT PTE. LTD.,,https://www.jobstreet.com.sg/job/74843532
Research Fellow (Safety analytics and computer vision),"The successful candidates will contribute to research activities related to use of computer vision, machine learning, and analytics to construction...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369909
Postdoctoral Associate (AI for Human Capital Development in Future of Work),The M3S programme aims to promote the use of AI and machines for practical applications through an intersectional approach.,Singapore-MIT Alliance for Research and Technology Centre,,https://www.jobstreet.com.sg/job/74863187
Cloud Native Engineer - ARK Large Model Platform,"Responsible for Ark Large Model Platform development on Volcano Engine, researching systematic solutions on large model solution implementations an...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75140491
Program Manager – dConstruct+ AI and Robotics Community Hub,Job Description: We are seeking a talented Program Manager to lead and oversee our AI and Robotics Community Hub. The Program Manager will be respo...,DCONSTRUCT ROBOTICS PTE. LTD.,,https://www.jobstreet.com.sg/job/74843059
"Postdoctoral Associate (Ethical, accountable & transparent AI)",The M3S programme aims to promote the use of AI and machines for practical applications through an intersectional approach.,Singapore-MIT Alliance for Research and Technology Centre,,https://www.jobstreet.com.sg/job/74863218
Engineer,We are currently seeking talented and passionate Engineers with experience in AI/ML to join our growing AI Assistants team. Successful candidates w...,Nethermind,,https://www.jobstreet.com.sg/job/75108455
Machine Learning Engineer,Combine your understanding of product objectives and take full advantage of modern machine learning and information retrieval techniques to improve...,"Rakuten Insight Singapore Pte., Ltd.",,https://www.jobstreet.com.sg/job/75027285
Software Engineer (Vision),"- Major Manufacturing MNC in Singapore
- Newly Created role
- Key Innovation Role",Hudson Global Resources ( HQ ),To be advised,https://www.jobstreet.com.sg/job/75095640
"(Senior) Research Officer (Molecular Innovations and AI), BII",To develop innovative approaches in advancing field of bioinformatics and protein structure using language models,"Agency for Science, Technology and Research (A*STAR)",,https://www.jobstreet.com.sg/job/74834255
"Senior Software Engineer - DevSecOps, Video Analytics and AI, GEC",-,ST Engineering Ltd,,https://www.jobstreet.com.sg/job/74828770
Machine Learning Architect,"Have knowledge about Machine Learning and Data Science concepts, tools and automation processes.
Have experience in defining the processes, standar...",ASTEK Singapore Innovation Technology Pte. Ltd.,,https://www.jobstreet.com.sg/job/74843554
Finance Mgr / Asst. Snr. Manager for AI Singapore,"We are seeking a dynamic, self-motivated Finance Manager to manage and improve our divisional operations and workflows. Duties and responsibilities...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75367991
Chief technology officer,"We are seeking a Chief Technology Officer with experience in Generative AI (GenAI), Large Language Model (LLM) and Natural Language Processing (NLP...",Recruit Express Group,,https://www.jobstreet.com.sg/job/75101897
"Manager/Assistant Manager, AI Office (2-year contract)",You support the CGH Artificial Intelligence and Digital (AID) Committee and CGH Chief Data and Digital Officer (CDDO) on administrative matters.  ,Changi General Hospital,,https://www.jobstreet.com.sg/job/74818489
"Research Fellow (Python, Matlab, C++, Machine Learning, Control System) - MNC","Research Fellow (Python, Matlab, C++, Machine Learning, Control System), MNC, R&D, Research",RRECRUITER PTE. LTD.,"$6,500 – $8,500 per month",https://www.jobstreet.com.sg/job/75079468
Software Engineer C++,Perform design and develop software for automated Computer Vision Equipment and oversees the development life cycle,Talent Trader Group Pte Ltd,"$4,500 – $6,500 per month",https://www.jobstreet.com.sg/job/75094061
(Senior) Algorithm Engineer - Computer Vision,"Be responsible to research and develop innovative computer vision/deep learning algorithms for image applications.
Responsibilities
1. Research, de...",OmniVision Technologies Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/74898555
AI Researcher,"Highly driven and able to work individually and as part of a team.
We regret to inform you that only shortlisted candidates will be contacted.",PENTAS VISION PTE. LTD.,,https://www.jobstreet.com.sg/job/74798690
Creative AI Website Designer (AI Technology Focus),We are seeking a Creative AI Website Designer with a focus on AI-related technology to develop compelling and functional website designs. The desig...,SGMP PTE. LTD.,,https://www.jobstreet.com.sg/job/74832200
"AI Software Development Engineer [MNC / Up to $7,000]","A leading MNC in the electronics industry seeking for AI Engineer to join their dynamic team.
",Good Job Creations (Singapore) Pte Ltd,"$5,000 – $7,000 per month",https://www.jobstreet.com.sg/job/74798821
Research Associate [AI algorithm],-,Nanyang Technological University,,https://www.jobstreet.com.sg/job/74807129
Principal Software Engineer (Digital Analytics),We are looking for a Principal Software Engineer to join our Data Architecture Solutions team.,Mediacorp Pte Ltd,,https://www.jobstreet.com.sg/job/75100404
Research Engineer (Robot Learning),"The Research Engineer (will) will work closely with the Principal Investigator (PI) on reinforcement learning control and learning-based control, w...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368334
"Machine Learning Engineer, Integrations",We are a technology-first team dedicated to developing the most intuitive and performant platform to shape the way users think about building machi...,DATATURE PTE. LTD.,,https://www.jobstreet.com.sg/job/74896280
Research Engineer (Engineering/ AI / Machine Learning) - WP3,-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/74731532
Research Fellow (Stochastic Optimization),"Having witnessed the achievements of the large models in 2023, there has been a new surge of machine learning and AI models in recent days, which a...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369088
Lead Data Scientist - Applied AI,"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headq...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74792579
"Partner Engineer Specialist, Machine Learning and Artificial Intelligence","As a Partner Engineer Specialist in Machine Learning and Artificial Intelligence, you will work closely with partner development managers and partn...",Google Inc.,,https://www.jobstreet.com.sg/job/74873074
Multimodal Algo Researcher - AI Innovation Center,TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices includ...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74792578
MLOps Engineer,We are seeking an experienced MLOps Engineer specializing in large language models at LawNet Technology Services. You will be at the forefront of o...,LAWNET TECHNOLOGY SERVICES PTE. LTD.,,https://www.jobstreet.com.sg/job/74896504
Research Associate (AI Law) [R00015991],-,Nanyang Technological University,,https://www.jobstreet.com.sg/job/74780560
NLP / Data Engineer,"As a Data/NLP Engineer at LTS, you will play a crucial role in developing and enhancing our AI-driven products and services. We're seeking a skille...",LAWNET TECHNOLOGY SERVICES PTE. LTD.,,https://www.jobstreet.com.sg/job/74896567
Executive / Senior Executive (Innovation) for AI Singapore,"AI Singapore LearnAI is at the forefront of driving AI education and innovation. As we continue to expand our reach, we are seeking a dynamic and t...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369950
DevOps Engineer - TikTok Applied Machine Learning,"DevOps ensures that the very centric machine learning services at TikTok have the highest level of availability, as well as creating highly automat...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75027818
Staff Specialist Artificial Intelligence,-,Infineon Technologies,,https://www.jobstreet.com.sg/job/74922438
"Scientist/Senior Scientist, AI, ARTC",The Smart Remanufacturing Systems Group is looking for a Scientist/Senior Scientist with related research experience in machine vision and artifici...,A*STAR Research Entities (A*STAR),,https://www.jobstreet.com.sg/job/74772900
"Manager, Data Engineering - AWS Cloud Specialization","Experience using one or more of AWS / Azure / GCP data and analytics services in combination with custom solutions - Spark, Azure Data Lake, Databr...",Temus Pte. Ltd.,,https://www.jobstreet.com.sg/job/75090406
"Scientist/Senior Scientist, AI, ARTC",product disassembly automation via machine vision and artificial intelligence.,"Agency for Science, Technology and Research (A*STAR)",,https://www.jobstreet.com.sg/job/74759726
Internship: AI Consultant (May - Aug 2024),"  Apply generative AI machine learning and big data to build, manage and automate applications and pipelines for analytics & HR platform
  Prototyp...",IBM SERVICES TALENT DELIVERY PTE. LTD.,,https://www.jobstreet.com.sg/job/74338015
Senior/Research Engineer (Consumer Electronics),Responsibilities Manage optical alignment equipment. Improve yield and predictability of the optical integration process Troubleshoot of the...,RRECRUITER PTE. LTD.,"$6,500 – $9,000 per month",https://www.jobstreet.com.sg/job/75046381
AI / ML / Data Engineering,"We are looking for sensible and inquisitive engineers and scientists with a strong background in the fields of artificial intelligence, deep learni...",LRDTECH PTE. LTD.,,https://www.jobstreet.com.sg/job/73232882
Computer Vision Software Engineer - JD (1141),Semiconductor company is looking for Senior Software Engineer (Vision). Welcome whose with relevant experience to apply.,RK Recruitment Pte. Ltd.,"$5,000 – $7,000 per month",https://www.jobstreet.com.sg/job/74996522
AI Engineer (Preferred with FSI experiences)- ID: 599871,"Design, implement, and optimize machine learning and deep learning algorithms to solve real-world problems.",PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),"$15,000 – $20,000 per month",https://www.jobstreet.com.sg/job/74688456
"Associate AI Scientist - Artificial Intelligence,SAP Labs Singapore",Artificial Intelligence team as part of SAP Labs Singapore has experienced professionals taking on challenges posed by the SAP customers. Based in ...,SAP Asia Pte Ltd,,https://www.jobstreet.com.sg/job/73096088
Senior Vision Software Developer,Developing and implementing software applications and algorithms for computer vision systems.,RK Recruitment Pte. Ltd.,"$5,000 – $7,000 per month",https://www.jobstreet.com.sg/job/74993524
Senior Software Engineer (Mechanical Engineering & Data Science/AI),The Scientist/Engineer will be part of a newly formed Artificial Intelligence team to create an AI Hub for TE in Singapore. ,TE Connectivity Singapore,,https://www.jobstreet.com.sg/job/74739468
"Sr Machine Learning Engineer, Generative AI Innovation Center","As a Machine Learning Engineer in GenAIIC, you are proficient in developing and deploying advanced ML models and pipelines to solve diverse custome...",Amazon Asia Pacific Resources,,https://www.jobstreet.com.sg/job/75089384
"AI/ML - Siri Language Engineer (Vietnamese), Siri & Information Intelligence","We are looking for proven ability to be creative, take ownership of a project, a superior technical expertise, and a knack for solving problems tha...",Apple Inc.,,https://www.jobstreet.com.sg/job/73844391
"Sr Machine Learning Engineer, Generative AI Innovation Center","As a Machine Learning Engineer in GenAIIC, you are proficient in developing and deploying advanced ML models and pipelines to solve diverse custome...",Amazon Asia Pacific Resources,,https://www.jobstreet.com.sg/job/74679951
LEAD TRAINER DATA SCIENCE & AI,Lead trainer with experience in the industry.,Institute Of Data Pte. Ltd.,,https://www.jobstreet.com.sg/job/74556930
"Field Engineering, Generative AI Product Specialist","You have expertise in Data Science, Machine Learning, Generative AI, NLP and Computer Vision and expertise in using PySpark and SQL. You will excel...",Databricks,,https://www.jobstreet.com.sg/job/74570549
Project Officer (Computer Engineering/Science),---,Nanyang Technological University,,https://www.jobstreet.com.sg/job/74992342
Lecturer/School of Informatics & IT (Diploma in Applied AI),"Lecturer in School of Informatics & IT (Diploma in Applied AI)
This is a contract position.
[What you will be working on]
  To conduct lessons in t...",Public Service Division,,https://www.jobstreet.com.sg/job/74162798
Data Science (AI) Manager,"Proven track record of team management and technical leadership
Proven experience of solving engineering problems with AI, data science and machine...",TE Connectivity Singapore,,https://www.jobstreet.com.sg/job/73669461
AI Scientist,You will work with a team of Healthineers to develop AI based productivity tools and clinical decision support tools for customers from healthcare....,Siemens Industry Software Pte Ltd,,https://www.jobstreet.com.sg/job/74540631
Machine Learning Engineer - e-Commerce - Singapore,"Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspi...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75287416
Research Fellow (Machine Learning for Storm Surge Prediction) - VW6,-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75379998
"Research Assistant (Machine Learning in Control Engineering), ChBE","Date: 18 Apr 2024
Location:
COLLEGE OF DESIGN & ENG, Kent Ridge Campus, SG
Company:
National University of Singapore
Job Description
  The Research...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368774
"Machine Learning Engineer, TikTok Search",Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Se...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75101443
SRE Tech Lead (Machine Learning Systems) - TikTok Infrastructure,"As a Tech Lead, you are expected to set up necessary processes for efficient execution and advocate good engineering practices. You will also need ...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75109487
Machine learning engineer and gaming technology,The App Ads and Gaming team empowers TikTok's global monetization (billion-dollar business) via efficiently delivering application ads on TikTok. O...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75108458
Research fellow information statistical signal processing and machine learning,The National University of Singapore (NUS) is offering a position for a postdoctoral fellow who will work closely with Dr. Wang Chi Cheung and Dr. ...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75112395
DATA ENGINEER,"As an Implementation Engineer at Oracle Opower, you will work with a team to implement SaaS-based energy efficiency and customer engagement program...",Oracle Corporation,,https://www.jobstreet.com.sg/job/75369323
Video Analytics System Manager,"The scope of the System Manager is as below:
  Coordinate and manage algorithms fine tuning from training environment including training
material c...",MTS SYSTEMS ENGINEERING PTE. LTD.,,https://www.jobstreet.com.sg/job/75332074
"Machine Learning Engineer (Recommendation), TikTok e-Commerce","Our team works on large-scale recommendation systems for various offerings under TikTok and its affiliates, focusing on developing recommendation a...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75028000
"Senior / Engineer, Software Engineering (Vision)","  Responsible for software feature development and enhancement based on customer requirements.
  Provide supporting and troubleshooting to on-site ...",CAPCON LIMITED SINGAPORE BRANCH,,https://www.jobstreet.com.sg/job/75343175
Site Reliability Engineer - TikTok Applied Machine Learning,Site Reliability Engineering (SRE) of Applied Machine Learning (AML) team combines system engineering and the art of machine learning to develop an...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75027326
"Software Engineer in Machine Learning Infra, TikTok Recommendation Architecture",Our Recommendation Architecture Team is responsible for building up and optimizing the architecture for our recommendation system to provide the mo...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75028506
"DevOps Engineer, TikTok Applied Machine Learning","DevOps ensures that the very centric machine learning services at TikTok have the highest level of availability, as well as creating highly automat...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75027999
Senior / Lead Data Engineer,Vanguard is a boutique software house that specialises in realising clients' business goals into enterprise grade cloud-native WebApps.,Vanguard Software Pte Ltd,,https://www.jobstreet.com.sg/job/75353918
"Research Fellow (Info Theory, Statistical Signal Processing, Machine Learning)","Research Fellow (Information Theory, Statistical Signal Processing, and Machine Learning)",National University of Singapore,,https://www.jobstreet.com.sg/job/75090765
Reinforcement Learning Engineer - Autonomous Satellite Navigation,Are you fascinated by the intersection of artificial intelligence and space exploration? Do you dream of developing intelligent systems that can na...,GALAMAD AEROSPACE PTE. LTD.,,https://www.jobstreet.com.sg/job/75331646
Quantitative Developer,"We are seeking a talented and experienced Quantitative Developer to join our team at Sebrina Fund Management.
As a Quantitative Developer, you will...",Sebrina Fund Management Pte. Ltd.,,https://www.jobstreet.com.sg/job/75367855
Quantitative Analyst,"We are currently seeking a talented Quantitative Analyst to join a dynamic team in Singapore, focused on energy markets with a particular emphasis ...",Eleven,,https://www.jobstreet.com.sg/job/75331441
Research Fellow/Research Engineer (Simulation and Software Development) - WX5,-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75383259
Vision Software Engineer,The Vision Software Engineer will analyse and resolve complex customer problems discovered in project development and implementation process. The i...,Pyxis CF Pte Ltd,,https://www.jobstreet.com.sg/job/75369706
Machine Learning Engineer (Graph Neural Network) - Technical Infrastructure,"The Technical Infrastructure NoSQL team, situated in Singapore, serves TikTok and its associated mid-platforms and business divisions. This team op...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75002696
Senior Vision Software Engineer,"Sustain, enhance machine software, and collaborate cross-functionally within a registered equipment manufacturer MNC company with flexible benefits.",RK Recruitment Pte. Ltd.,"$5,000 – $7,000 per month",https://www.jobstreet.com.sg/job/75363545
Field Data Processor,greehill is looking for professional with good spatial (3D) orientation skills to process and quality control the acquired field data to our Singap...,GREEHILL ASIA-PACIFIC PTE. LTD.,,https://www.jobstreet.com.sg/job/75332448
Quantitative Analyst,We are seeking a talented and motivated Quantitative Analyst to join our dynamic team. The ideal candidate will have a strong background in quantit...,POLARIS INTERNET TECHNOLOGY PTE. LTD.,,https://www.jobstreet.com.sg/job/75369213
Control system engineer / motion control,"As an R&D Fellow, your role will involve conducting experiments, analyzing data, and developing innovative solutions to optimize control performanc...",JDA WMS PTE. LTD.,,https://www.jobstreet.com.sg/job/75301674
Analytics Production Engineer (Contract),"As a DAE Production Engineer, you will be working in a fast-paced environment that would require the ability to manage multiple priorities and need...",Public Service Division,,https://www.jobstreet.com.sg/job/75381231
Video Analytics System Specialist,System Design and Implementation:Collaborate with clients to understand their security needs and design a video analytics system that meets their s...,MTS SYSTEMS ENGINEERING PTE. LTD.,,https://www.jobstreet.com.sg/job/75139629
Research Fellow / Engineer (geospatial data) - MG (Job no: 498340),-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75385970
Quantitative Analyst,We are seeking a talented and motivated Quantitative Analyst to join our dynamic team. The ideal candidate will have a strong background in quantit...,PEPPER INTERNET TECHNOLOGY PTE. LTD.,,https://www.jobstreet.com.sg/job/75332018
"Customer Engineer, Cloud Intelligence","As a Customer Engineer on the Cloud Intelligence team, you will be the Subject Matter Expert (SME) who advises customers on the differences between...",Google Inc.,,https://www.jobstreet.com.sg/job/75375088
Data Engineer - Search & Recommendation,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75309973
Research Fellow (Machine Learning / Natural Language Processing / Web Scraping),-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/74994092
SAS Developer,"SAS Programming and Datawarehouse experience
Key Responsibilities:
  Working with risk users to understand the business requirements for reporting ...",Saksoft Pte Ltd,,https://www.jobstreet.com.sg/job/75367772
Big Data,"Big Data (Full Time)
Location In Singapore: Islandwide
Salary(SGD): 6000 - 10000
Apply
Job Description:
  Analysing requirements, designing, develo...",Goldtech Resources Pte Ltd,,https://www.jobstreet.com.sg/job/75305691
Research Fellow (Applied Mechanics),"Date: 24 Apr 2024
Location:
COLLEGE OF DESIGN & ENG, Kent Ridge Campus, SG
Company:
National University of Singapore
Job Description
Perform numeri...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75390806
Data Engineer,"Key Skills: Hadoop, ETL Informatica, Shell Scripting, Data warehousing
  Minimum 4 years or above with the relevant experience
  Proficiency in Inf...",Saksoft Pte Ltd,,https://www.jobstreet.com.sg/job/75239683
"Manager (Academic Programmes),  College of Integrative Studies","Advise students on academic operation matters relating to the Bachelor of Integrative Studies and Individualised Second Major programmes, including...",Hyperscal Solutions,,https://www.jobstreet.com.sg/job/75287681
"(Senior) HPC Application Analyst (Technical Operations), NSCC","Assist in the design of NSCC's HPC systems, including benchmarking NSCC workloads on various platforms and recommending the most suitable architect...",A*STAR Research Entities (A*STAR),,https://www.jobstreet.com.sg/job/75367899
Algorithm Engineer - Chatbot (Campus Recruitment 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75309863
12 Months Contract Data Engineer (Local Bank) @ Raffles Place #SJN,Data Engineer. Local Bank.,RECRUIT EXPRESS PTE LTD,"$4,800 – $6,500 per month",https://www.jobstreet.com.sg/job/75168017
Assessment Technician,"This particular role will be focused solely on onsite condition assessment of city drainages, being the drains, pipes, culverts, etc. where the rai...",CITYBOT TECHNOLOGY PTE. LTD.,,https://www.jobstreet.com.sg/job/75342903
Research Fellow on Digital Trust,The Singapore University of Technology and Design (SUTD) is looking for Research Fellow to work in a project on digital trust. The candidates shoul...,SUTD (Singapore University of Technology & Design),,https://www.jobstreet.com.sg/job/75368630
"Software Engineer (Big Data, Hadoop, Banking)","Demonstrable analytical skills with deep knowledge of Big Data Ecosystem in a Production Support Environment.
Hands On Experience within the Hadoop...",NEPTUNEZ SINGAPORE PTE. LTD.,,https://www.jobstreet.com.sg/job/75239408
Investigation Lead," Better Health for People, Brighter Future for the World  is the purpose of a company. We aim to create a diverse and inclusive organization where ...",Takeda Pharmaceuticals (Asia Pacific) Pte Ltd,,https://www.jobstreet.com.sg/job/75331526
Data Product Manager,"Responsible for understanding AEI s business data and analytics goals and outcomes of data products, maximizing the business value through data and...",AES Global Holdings Pte. Ltd.,,https://www.jobstreet.com.sg/job/75296036
Video processing algorithm engineer,This inclusive employer is a member of myGwork   the largest global platform for the LGBTQ+ business community. As a Video Processing Algorithm Eng...,"Zoom Video Communications, Inc.",,https://www.jobstreet.com.sg/job/75071220
Fundamental Quantitative Researcher,"The fundamental quantitative researchers develop trading ideas using fundamental and quantitative analysis. A mixed background of finance, programm...",DYNAMIC TECHNOLOGY LAB PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75226829
Product Lifecycle Engineer (EE),"Working at Illumina means being part of something bigger than yourself. Every person, in every role, has the opportunity to make a difference. Surr...",Illumina Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/75327990
Research Scientist (A) - Remote Sensing Technology & Applications,"The successful candidate will be responsible for leading specific research programmes in remote sensing technology and applications.
They are expec...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75367699
