company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description,Salary
TEMUS PTE. LTD.,,Data (& AI) Platform Engineer,South,Permanent,Senior Executive,Information Technology,7500,11500,Monthly,18,20 Mar 2024,"MAPLETREE BUSINESS CITY, 80 PASIR PANJANG ROAD 117372",4.0,03 Apr 2024,"Roles & Responsibilities
About Us:
Founded by Temasek & UST, Temus is a start-up on a mission to empower Singapore’s Smart Nation and enhance the lives of citizens.
Our services span from strategic advisory through to digital, data and AI delivery. We work across a wide variety of use cases from financial services, sustainability and environmental science to research, health and public sector. Our focus is on harnessing disruptive innovation to unlock economic and social value enabled by technology.
We are growing quickly, and we are recruiting strong and highly motivated people to join us on this mission.

Role Summary:
Join our international team of Data & AI consultants, working to build data platform to enable real-time operational systems, analytical systems and AI/ML systems. You will be working on one of our customer projects, working with the customer stakeholders to drive the best outcome using smart solutions and techniques. You will be working with wide range of existing & cutting-edge technologies to achieve this. We expect you to be active thinker, designer and implementer to make sure we collective build the best solutions possible.

Key Roles & Responsibilities:
Key Responsibilities:
Design Data & AI Platforms: Use your experience and best practices to adapt to the customers and requirements needs.
Data Pipeline Development: Design, construct, and maintain efficient and reliable data pipelines to support data analysis & AI using Python/R and tools like Docker and Jupyter Notebook.
Container-based serviced development and Management: Utilize container tech (e.g., Kubernetes, OpenShift) to deploy and manage scalable, highly available data & ai infrastructure that supports genomic data processing and analysis.
Collaboration and Innovation: Work closely with bioinformaticians, genomic scientists, and other stakeholders to understand data needs and deliver innovative data engineering solutions.
Platform observability and maintenance design: Apply knowledge and experience in monitoring, logging, alerting, SRE (Servicer Reliability Engineering) to ensure platforms fulfilling the stakeholder expectations including proactive issue resolution.
Continuous Learning and Improvement: Stay abreast of the latest developments in data engineering, & AI, SRE and related fields to improve data handling and pipeline efficiency continually.
Qualifications:
Minimum 4 years of Proven experience in data engineering, designing, building and operationalizing data solutions and applications (with batch or streaming data)
At least 2 years of experience with container technology platforms (Kubernetes, OpenShift …)
At least 1 year experience with Cloudera or Teradata (for data extraction only)
At least 2 years of experience in high regulatory environments like fintech
Proficient in at least one core language: Python, Java, (Perl)
Knowledge of Kafka for data streaming (producer, topics and consumers)
Excellent understanding on SQL data storage structures and storage/query optimizations
Mastered SQL querying to build any data presentations using joins, reference tables, groupings, statistics etc.
Exposure to SRE (Servicer Reliability Engineering) teams or practices
Exposure to concepts like Serverless computing, CI/CD, Containerization, Infrastructure as Code, code version control and automated testing
Nice to Have:
Exposure to Jupyter Notebooks
Exposure to JFrog Artifactory
Experience in Spark
Hands on experience on AI/ML projects
Further on soft skills:
Strong ability to communicate with a broad range of clients, colleagues, and partners across a variety of contexts and formats.
Strong ability to develop and maintain relationships amongst clients, colleagues, and partners
Show active tracks of improving knowledge and skills (e.g. courses, podcasts, books, experimentation, open-source volunteering, tech meetups etc.)
Ability to work independently with minimal guidance
Ability to work as part of a large team
Ability to work within an unstructured environment with ability to multitask well
Equal Opportunities
Temus is an equal opportunities employer. We welcome applications from all. We do not discriminate by race, religion, belief, ethnicity, origin, disability, age, partnership status, sexual orientation, or gender identity.

We see the diversity of our team as a strategic advantage, and we work actively to maintain it.

By applying for this role, you have read and acknowledge the data privacy statement via this link - temus.com/job-applicant-data-protection/",7500-11500 Monthly
CLOUD KINETICS SOLUTIONS PTE. LTD.,,Solution Architect (AI & Data),Islandwide,Contract,Professional,Information Technology,7000,9000,Monthly,5,20 Mar 2024,,4.0,03 Apr 2024,"Roles & Responsibilities
Scope of the Opportunity

AI and Data Platform Solution Architect/Consultant is a pivotal role responsible for engaging with clients to understand their requirements, demonstrate the capabilities of Data and AI, particularly Large Language Models (LLMs), and architect solutions that meet their needs.

This individual should possess a solid understanding of Data fundamentals, with a focus on AI and Analytics, and be adept at conducting Proof of Concepts (POCs) to showcase the effectiveness and applicability of AI & LLM in solving real-world problems. The role involves collaborating closely with sales teams, and clients to articulate the value proposition of Private LLM solutions and drive successful pre-sales activities.

Key Responsibilities:
· Engage with clients to understand their business objectives, challenges, and requirements related to AI and Data solutions.
· Conduct discovery sessions to gather relevant information and identify opportunities where AI, LLM and Data Platforms can add value.
· Utilize knowledge of Data & AI capabilities to create compelling demonstrations tailored to client needs. Showcase how AI/LLMs can address specific use cases and deliver tangible business outcomes.
· Lead the execution of Proof of Concepts to validate the feasibility and effectiveness of solutions in addressing client requirements. Define success criteria, design POC workflows, and oversee the implementation process.
· Provide expert guidance and consultation to clients on technical aspects of Data Platforms, AI platforms, LLM technologies, fine-tuning methodologies, and model quantization techniques. Address client queries, offer insights, and recommend best practices of AI and Data Platforms
· Work closely with sales teams to support the development of winning proposals and presentations.
· Stay updated on industry trends, emerging technologies, and advancements in AI and Data domains. Share knowledge internally through training sessions, workshops, and documentation to empower sales teams and enhance organizational expertise.
· Cultivate strong relationships with clients, fostering trust and confidence in the capabilities of Data and AI platforms. Act as a trusted advisor, understanding their evolving needs and aligning solutions accordingly.",7000-9000 Monthly
NEUBOT PTE. LTD.,,Traditional Chinese Medicine (TCM) Specialist for AI Language Model Development,South,Full Time,Professional,Healthcare / Pharmaceutical,4000,8000,Monthly,10,19 Mar 2024,,2.0,18 Apr 2024,"Roles & Responsibilities
*About Us:*
Neubot is at the forefront of integrating advanced technology with traditional practices. We are dedicated to developing a cutting-edge Traditional Chinese Medicine (TCM) Large Language Model that will revolutionize how TCM knowledge is accessed and utilized globally.

*Job Description:*
We are looking for a TCM Doctor with a deep understanding of Traditional Chinese Medicine and a keen interest in artificial intelligence and language models. The ideal candidate will collaborate with our AI development team to create a comprehensive, accurate, and sophisticated TCM language model. This role is pivotal in ensuring that the nuances, terminologies, and wisdom of TCM are accurately captured and represented in the AI model.
*Key Responsibilities:*
- Provide expert knowledge in TCM, including theories, diagnostics, treatments, and herbology.
- Assist in curating and verifying TCM data for the language model, including classical texts, modern research, and clinical practices.
- Work closely with data scientists and AI engineers to ensure the accuracy and cultural sensitivity of the TCM content.
- Participate in developing the model's structure, focusing on TCM-specific needs and applications.
- Contribute to the design of user interfaces and experiences for TCM practitioners and patients using the language model.
- Provide feedback and insights on the model's performance from a TCM professional's perspective.
- Stay updated with both TCM advancements and AI developments relevant to the project.

*Qualifications:*
- Degree in Traditional Chinese Medicine from a recognized institution.
- Licensed TCM practitioner with 2 years of clinical experience.
- Strong interest in technology, AI, and language models.
- Excellent communication skills, with proficiency in English and Chinese.
- Ability to translate complex TCM concepts into clear, understandable language for a diverse audience.
- Collaborative and innovative mindset, comfortable working in a multidisciplinary team.
*Benefits:*
- Competitive salary and benefits.
- Opportunity to be at the forefront of integrating TCM with AI technology.
- Collaborative and innovative work environment.
- Professional development opportunities in both TCM and AI fields.",4000-8000 Monthly
SEARCHASIA CONSULTING PTE. LTD.,,CTO - Generative AI,Central,Full Time,Senior Management,Consulting,15000,20000,Monthly,21,19 Mar 2024,"NGEE ANN CITY, 391A ORCHARD ROAD 238873",6.0,18 Apr 2024,"Roles & Responsibilities
Job Overview:
Our client is seeking a Chief Technology Officer, candidate should have a strong understanding of artificial intelligence concepts (Generative AI) and be experienced in designing and implementing scalable AI solutions in healthcare industry and big data analytics.

Job Description:
Provide visionary leadership for the overall technology strategy of the company.
Oversee the development and implementation of cutting-edge technology solutions to meet business objectives.
Work closely with sales teams to understand client needs and align technology offerings with market demands.
Develop and implement strategies to leverage technology for sales enablement and customer acquisition.
Drive innovation by staying abreast of industry trends, emerging technologies, and competitive landscapes.
Foster a culture of continuous improvement and lead research and development efforts to enhance our product/service offerings.
Collaborate with other C-level executives, including the Chief Executive Officer (CEO) to ensure seamless integration of technology and sales strategies.
Lead and mentor a high-performing technology team, fostering a culture of creativity, collaboration, and accountability.
Recruit, develop, and retain top talent to ensure the company's technology capabilities align with its growth trajectory.

Job Requirements:
Bachelor’s degree in Computer Science, Master’s or PHD in Artificial intelligence, Big Data analytics, Deep Learning or Inference, Natural Language Processing, Large Language Model related field; advanced degrees preferred.
Minimum of 6 years of experience in software development in Deep Learning, Natural Language Processing, Artificial Intelligence, Inference Acceleration or related field
Hands-on experience in deploying AI models on GPU
Demonstrated experience in AI/ML technologies, with a specific focus on AI inference, optimizations, and apply with healthcare industry big data techniques.
Adept at high-level architectural design and hands-on code development.
Experience in working with or developing AI acceleration tools or platforms.
Familiarity with contemporary development tools, languages, and frameworks.
Familiar with cloud native, microservices, containerization and other related technologies.
Attributes:
Strong background in sales and a demonstrated ability to align technology strategies with revenue generation.
Excellent leadership and communication skills with the ability to inspire and motivate teams.
Strategic thinker with a track record of driving innovation and achieving business objectives.
Extensive knowledge of current and emerging technologies relevant to the industry.
Entrepreneurial spirit, with a track record of innovating and executing new ideas.
Collaborate closely with the CEO and the founding team to define the company's technological vision and strategy, and ensuring that the company’s technology strategy aligns with its business goals.
Exceptional communication abilities and stakeholder management experience.
Prior working experience in large technology organizations such as Google, Facebook Meta, OpenAI, Microsoft, IBM, etc. is an added advantage.
Willingness to travel
If you are a visionary technology leader with a proven track record of aligning technology and sales strategies, we invite you to apply:

Ms. Jacqueline Ng Shin Yee
Jacqueline.ng@searchasia.com.sg
EA Registration Number: R1104502

Connect with me on LinkedIn:
https://www.linkedin.com/in/jacquelinengshinyee/

We regret that only shortlisted candidates will be notified.",15000-20000 Monthly
NATIONAL UNIVERSITY OF SINGAPORE,,Research Assistant (AI Finance),South,Full Time,Professional,Banking And Finance,3800,4500,Monthly,0,19 Mar 2024,21 LOWER KENT RIDGE ROAD 119077,,02 Apr 2024,"Roles & Responsibilities
Interested applicants are invited to apply directly at the NUS Career Portal.
Your application will be processes only if you apply via NUS Career Portal.

We regret that only shortlisted candidates will be notified.

Job Description
Predicting Debt Crisis with Artificial Intelligence and Real-Time Big Data, an inter-disciplinary project funded by the Asian Institute of Digital Finance, is looking for multiple full-time research assistants. The Principal Investigators of this project are at Lee Kuan Yew School of Public Policy and NUS School of Computing.
The candidate will oversee day-to-day activities and the general management of assigned research projects.
These responsibilities include:
To conduct academic literature reviews on research topics, integrate literature to propose research ideas and hypotheses, develop and implement surveys, and use statistical software to analyse observational data. Methodologies used include machine learning, regression discontinuities, difference-in-difference analyses, among others.
Data collection in field, external databases, and online environments
Cleaning and merging datasets (e.g., using R, Python, Stata, SPSS, and/or SAS)
Scheduling meetings with external parties that are relevant to the research projects
Serves as the key liaison with external parties at such meetings
Assisting with research presentations to external parties
Coordinating and supervising part-time research assistants to help in the responsibilities stated above
Other administrative duties include but are not limited to checking references, formatting manuscripts, preparing statistical tables and figures, looking up for research papers, organizing contacts, inputting and checking data, etc.
Requirements
Demonstrated experience or training in conducting social science research;
Mastery of word and excel;
Knowledge of using statistical software such as STATA, R, or Python;
Responsible, detail oriented, and perfection-seeking;
Quick in learning and creative in providing solutions;
Basic programming knowledge is a plus;
Independent, self-starter with initiative and commitment
Enjoys interacting with people and open to new experiences
Must have the ability to proactively manage teams of research assistants across on multiple research activities.
An undergraduate degree in business, economics, finance, social science, or other related fields. A master degree in relevant fields is a merit.
A strong interest in pursuing a PhD in a social science discipline and/or conducting social science research is a plus.
More Information
The stipulated working hours are 8.30am – 5.30pm, Mondays to Fridays. The candidate is expected to be physically present in NUS office during the stipulated working hours. Software and tools required for data analysis will be made available.

The earliest start date of the appointment is April 2024. Appointments will be on a term-contract of one year, and renewable when necessary. Salary will commensurate with the candidate’s qualifications, track record, potential and experience.

Should you be shortlisted, a faculty member or an administrator will be contacting you directly for an interview.
Applications will be accepted until the position is filled.",3800-4500 Monthly
C-LNG SOLUTIONS PTE. LTD.,,AI Design Engineer,West,Full Time,Professional,Engineering,6000,7000,Monthly,9,19 Mar 2024,"VISION EXCHANGE, 2 VENTURE DRIVE 608526",,09 Apr 2024,"Roles & Responsibilities
Job Scope:
AI Modeling and Learning, Behavior Pattern Exploring:
Using Data from the past to help generate behavior data. Using behavior data as a resource to help the company understand user behavior of the industry.
Presentation and Visualization of complex data, Complex Data and Network analytics:
Implement presentation and visualization of complex data to simplify the process of price Enquiry, project management etc.
Big Data Architecture and infrastructure Big Data Indexing and Query Processing:
Help the company to set up and maintain database of current data.
Alternative fuel supply system design and review
Using Machine Learning to predict and learn the future trends and prospects of marine alternative fuel supply system design.",6000-7000 Monthly
TRITON AI PTE. LTD.,,"Headhunter (Talent Acquisition), AI-Powered Recruitment",Central,Full Time,Professional,Consulting,6000,9000,Monthly,23,19 Mar 2024,"INTERNATIONAL PLAZA, 10 ANSON ROAD 079903",5.0,18 Apr 2024,"Roles & Responsibilities
Are you a seasoned headhunter seeking a dynamic environment where your skills can thrive?
Triton AI, a cutting-edge AI-powered recruitment firm, is on the lookout for a skilled Headhunter to join our innovative team.

Key Responsibilities:
• Leverage AI-driven tools for advanced candidate sourcing and engagement.
• Spearhead end-to-end recruitment processes for high-profile positions.
• Collaborate with clients to understand their unique hiring needs.
• Employ creative strategies to identify and attract top-tier talent.
• Harness the power of technology to streamline and enhance recruitment processes.

Qualifications:
• Proven experience as a successful headhunter or talent acquisition specialist.
• Familiarity with AI-driven recruitment tools and methodologies.
• Strong interpersonal skills with the ability to engage and build relationships.
• Exceptional organizational and time-management abilities.
• Passion for staying at the forefront of recruitment trends and technologies.

Why Triton AI:
• Be at the forefront of AI-driven recruitment innovation.
• Collaborate with a dynamic and forward-thinking team.
• Access cutting-edge tools and technologies.
• Competitive compensation and performance-based incentives.


If you're ready to revolutionise recruitment with AI and take your career to new heights, Triton AI welcomes you. Apply now and be part of the future of talent acquisition!


Triton AI Pte Ltd, EA: 21C0661
Nicholas Teng, Reg: R1328975",6000-9000 Monthly
NATIONAL UNIVERSITY OF SINGAPORE,,Temporary Accounting & Admin Assistant for AI Singapore,South,Full Time,Executive,Junior Admin / Secretarial,2000,4000,Monthly,5,19 Mar 2024,21 LOWER KENT RIDGE ROAD 119077,,02 Apr 2024,"Roles & Responsibilities
Interested applicants are invited to apply directly at the NUS Career Portal.
Your application will be processes only if you apply via NUS Career Portal.

We regret that only shortlisted candidates will be notified.
Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).
The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.
AI Singapore is sourcing for a 6 months’ Temporary Accounting & Admin Assistant to join the Administration Team to assist in administrative tasks assigned by the Head, Finance & Administration. The candidate is expected to handle basic account and admin functions, paperwork relating to finance, general administration, procurement, facilities as well as basic coordination of projects supporting AI Singapore.

Duties & Responsibilities
Support the Admin team on reconciliation and documentation of financial reports.
Responsible for general administrative duties including filing, printing, housekeeping, inventory management, mail collection, maintaining of office supplies and any other ad hoc tasks.
Support the various Admin teams on day to day work in a various areas of research finance, procurement, facilities, human resources and project management.
Assist the Admin team on events management such as sourcing for catering & logistics.
Assist in tracking, raising purchase requests, acceptance of deliveries and distribution of office & pantry supplies.
Qualifications
Minimum GCE ‘A’ Levels and above
Meticulous and able to pay attention to details
Proficient in Microsoft Office applications, particularly in MS Word & MS Excel
Possess a can-do attitude and willing to take on new tasks and challenges whenever assigned
Exhibits professional communication skills both written and spoken
Able to start work immediately will be a plus",2000-4000 Monthly
TECHNOLOGY SERVICES GROUP PTE. LTD.,Recommended based on your skills & job applications,LLM Developer - AI Chat Assistant,South,Full Time,Executive,Non-Information Technology3 Years Exp,10000,14000,Monthly,39,06 Mar 2024,"Keppel Bay Tower, #13-01A 1 Harbourfront Ave 098632",3.0,05 Apr 2024,"Roles & Responsibilities
TSGS is on a mission to revolutionize communication and financial transactions through a single, intuitive app. We're blending secure messaging with convenient payment solutions, and now we're looking to take a giant leap forward by integrating a General AI Chat Assistant. Join us to redefine convenience and security in digital communication.

Job Description:
As an LLM Developer for our AI Chat Assistant, you'll be instrumental in merging cutting-edge AI with our advanced messaging platform. This role focuses on crafting a versatile AI assistant that not only enhances communication but also acts as a personal organizer. From scheduling meetings via API to managing to-do lists, your work will make our app an indispensable tool for our users.
Responsibilities:
Backend Development: Implement Large Language Models (LLM) to power a General AI Chat Assistant within our app, focusing on features like API-driven calendar scheduling and dynamic to-do list management.
API Integration: Ensure seamless integration of external services (calendars, task managers) via APIs, enabling the chat assistant to perform a wide range of organizational tasks.
Personalization and Adaptation: Develop mechanisms for the AI assistant to learn from user interactions, providing tailored suggestions and reminders.
Data Management: Work with data engineers to ensure the assistant has access to accurate and timely information, enhancing its response quality and relevance.
User Experience: Continually refine the AI assistant's conversational interface and functionality to improve engagement and utility.
Model Optimization: Train, fine-tune, and maintain machine learning models to ensure the chat assistant's effectiveness and efficiency in understanding and executing user requests.
Performance Monitoring: Regularly evaluate the assistant's performance, identifying and addressing any issues to maintain high service standards.
Cross-functional Collaboration: Work closely with a diverse team to align the assistant's development with overall product goals and user feedback.
Innovation: Stay abreast of the latest in LLM, AI technologies, and organizational tools, integrating them to keep our assistant at the forefront of innovation.
Requirements:
Bachelor's or Master's degree in Computer Science, AI, or related fields.
Experience in developing NLP applications, particularly in creating AI-driven chatbots or assistants.
Proficiency in Python, API integrations, and SQL.
Familiarity with LLM frameworks and techniques for enhancing AI conversational abilities.
Solid understanding of machine learning, deep learning, and NLP principles.
Strong analytical and problem-solving skills, with a flair for creativity and innovation in a fast-paced environment.
Excellent communication abilities to explain complex technical concepts clearly.
A meticulous approach to development and a passion for delivering exceptional user experiences.
Experience with Knowledge Graphs, DevOps, and cloud services (e.g., AWS) is advantageous.
Join us to build an AI assistant that not only simplifies communication but acts as a central hub for personal organization and productivity.",10000-14000 Monthly
AVANADE ASIA PTE LTD,Recommended based on your skills & job applications,AI Architect,Central,Full Time,Manager,Consulting5 Years Exp,12000,13000,Monthly,16,17 Mar 2024,"AIA TOWER, 1 ROBINSON ROAD 048542",5.0,31 Mar 2024,"Roles & Responsibilities
Introduction:
Shape the future of business with Avanade by transforming client needs into cutting-edge Analytics solutions.

Come join us:
Immerse yourself in the world of Analytics Architecture at Avanade, where you'll craft strategic solutions that drive client success. Engage with diverse data and advanced analytics to create impactful roadmaps and integrate intelligent processes. Your expertise will foster long-term client relationships and spearhead growth. Together we do what matters.

What you’ll do:
· Design and implement AI solutions using Microsoft Azure AI services including Azure Machine Learning, Azure Cognitive Services, Azure Databricks, and other relevant Azure services.
· Lead the AI project lifecycle from conception to deployment, including data collection, preprocessing, model training, validation, and deployment.
· Ensure the scalability, efficiency, and security of AI systems in line with organizational goals and compliance requirements.
· Provide technical leadership and mentorship to junior team members.

Skills and experiences:
· Bachelor’s or Master’s degree in Computer Science, Artificial Intelligence, Machine Learning, or related field.
· Minimum of 3 years of experience in AI/ML projects, with a focus on using Azure technologies.
· Strong understanding of Azure AI services, cloud architecture, and Azure DevOps.
· Proficiency in programming languages such as Python, R, or Scala.
· Experience in designing and implementing machine learning models and data pipelines.

About you:
· Come for the distinctive experiences you have helping forward-thinking corporations, non-profits, and governments push the boundaries of digital innovation.
· Stay for the limitless learning opportunities that encourage you to master Microsoft and pursue big ideas.
· Enjoy ambitious growth for yourself as part of Avanade’s people-first culture with benefits like employee share purchasing, flexible work arrangements, a commitment to diversity and inclusion, and competitive pay.

Enjoy your career
Some of the best things about working at Avanade
· Opportunity to work for Microsoft’s Global Alliance Partner of the Year (14 years in a row), with exceptional development and training (minimum 80 hours per year for training and paid certifications)
· Real-time access to technical and skilled resources globally
· Dedicated career advisor to encourage your growth
· Engaged and helpful coworkers genuinely interested in you
Find out more about some of our benefits Employee Benefits at Avanade | Avanade.

A great place to work
As you bring your skills and abilities to Avanade, you’ll get distinctive experiences, limitless learning, and ambitious growth in return. As we continue to build our diverse and inclusive culture, we become even more innovative and creative, helping us better serve our clients and communities. You’ll join a community of smart, supportive collaborators to lift, mentor, and guide you, and to lean on your expertise. You get a company purpose-built for business-critical, leading-edge technology solutions, committed to improving the way humans work, interact, and live. It’s all here, so take a closer look!

We work hard to provide an inclusive, diverse culture with a deep sense of belonging for all our employees. Visit our Inclusion & Diversity page.
Create a future for our people that focuses on:
• Expanding your thinking • Experimenting courageously • Learning and pivoting
Inspire greatness in our people by:
• Empowering every voice • Encouraging boldness • Celebrating progress
Accelerate the impact of our people by:
• Amazing the client • Prioritizing what matters • Acting as one
Learn more
To learn more about Avanade check out these links:
LinkedIn Inside Avanade Blog Avanade Careers",12000-13000 Monthly
